epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,35647.6,0.68202,0.35845,1.00976,0.90846,0.88798,0.88133,0.65047,0.97129,0.57003,1.12586,0.00035788,0.00035788,0.00035788
182,35843.8,0.67159,0.35573,1.00815,0.91201,0.87814,0.88281,0.65002,0.98083,0.56157,1.14723,0.000356471,0.000356471,0.000356471
183,36040.5,0.68292,0.35886,1.01748,0.88685,0.88996,0.89099,0.65125,1.01007,0.56269,1.17216,0.000355058,0.000355058,0.000355058
184,36237.2,0.6854,0.35976,1.016,0.86322,0.89394,0.88189,0.64856,1.00113,0.56639,1.16205,0.000353641,0.000353641,0.000353641
185,36433.8,0.6632,0.34467,1.00127,0.90849,0.86784,0.88618,0.65956,0.98405,0.54745,1.16926,0.000352219,0.000352219,0.000352219
186,36630.4,0.68043,0.35621,1.02177,0.87368,0.91316,0.88678,0.65613,1.01513,0.52754,1.18915,0.000350794,0.000350794,0.000350794
187,36827,0.68175,0.36082,1.01822,0.89218,0.888,0.89354,0.6534,0.99002,0.54558,1.18309,0.000349365,0.000349365,0.000349365
188,37023.7,0.6644,0.35135,1.00965,0.866,0.89198,0.87878,0.65517,0.98706,0.55596,1.17931,0.000347932,0.000347932,0.000347932
189,37220.2,0.68119,0.35567,1.0151,0.87505,0.8892,0.87942,0.64782,0.98499,0.56436,1.1838,0.000346495,0.000346495,0.000346495
190,37416.8,0.6766,0.35009,1.01005,0.88209,0.88924,0.88524,0.66107,0.98394,0.56722,1.19418,0.000345055,0.000345055,0.000345055
191,37613.5,0.67274,0.34806,1.01034,0.89741,0.87421,0.87883,0.65686,0.99133,0.58826,1.19603,0.000343611,0.000343611,0.000343611
192,37810,0.66628,0.34911,1.00874,0.88727,0.89109,0.88133,0.65762,0.96681,0.55553,1.18118,0.000342163,0.000342163,0.000342163
193,38006.7,0.67418,0.35407,1.01738,0.88743,0.90608,0.88239,0.64092,0.98235,0.52021,1.18253,0.000340712,0.000340712,0.000340712
194,38203.3,0.66388,0.3462,1.00602,0.89053,0.89054,0.88211,0.64516,0.98485,0.5333,1.18688,0.000339257,0.000339257,0.000339257
195,38400,0.66788,0.35219,1.00803,0.8939,0.89597,0.8842,0.6554,0.97374,0.53818,1.17879,0.000337799,0.000337799,0.000337799
196,38596.7,0.664,0.34324,1.00123,0.88185,0.89356,0.88574,0.64579,0.96845,0.54414,1.15437,0.000336338,0.000336338,0.000336338
197,38793.3,0.6691,0.34744,1.00642,0.88897,0.89806,0.8807,0.6481,0.9622,0.53163,1.15625,0.000334873,0.000334873,0.000334873
198,38989.7,0.65938,0.3447,1.00442,0.89973,0.89028,0.88514,0.64823,0.972,0.52215,1.15816,0.000333405,0.000333405,0.000333405
199,39186.4,0.66139,0.34659,1.00556,0.89413,0.88925,0.88716,0.64615,1.00594,0.55604,1.17556,0.000331934,0.000331934,0.000331934
200,39383.2,0.66239,0.34685,1.00223,0.90393,0.89065,0.8965,0.65857,0.97265,0.53732,1.1592,0.000330459,0.000330459,0.000330459
201,39580,0.67321,0.35626,1.01359,0.88754,0.89188,0.8859,0.65147,0.97412,0.54415,1.15711,0.000328982,0.000328982,0.000328982
202,39776.7,0.66583,0.35437,1.01517,0.8971,0.89331,0.88398,0.65719,0.95939,0.54324,1.15015,0.000327501,0.000327501,0.000327501
203,39973.5,0.64788,0.34255,0.99796,0.89393,0.9005,0.88322,0.64955,0.96489,0.54215,1.14827,0.000326018,0.000326018,0.000326018
204,40170.4,0.65909,0.34226,1.0032,0.88622,0.89543,0.88788,0.66655,0.95638,0.54786,1.144,0.000324531,0.000324531,0.000324531
205,40368,0.65609,0.34575,1.00051,0.89884,0.89513,0.88781,0.66114,0.97168,0.54339,1.14842,0.000323042,0.000323042,0.000323042
206,40564.7,0.65388,0.34434,1.0041,0.90745,0.88929,0.88864,0.65422,0.99055,0.55619,1.18381,0.00032155,0.00032155,0.00032155
207,40761.4,0.65368,0.3415,1.00048,0.89275,0.90514,0.88787,0.65199,0.97592,0.54253,1.16972,0.000320056,0.000320056,0.000320056
208,40958.1,0.65833,0.34217,1.00384,0.88345,0.9102,0.88865,0.65719,0.98411,0.53237,1.17556,0.000318558,0.000318558,0.000318558
209,41154.9,0.64965,0.34206,1.00021,0.91185,0.88359,0.8832,0.6552,0.98693,0.54551,1.17988,0.000317058,0.000317058,0.000317058
210,41351.6,0.65331,0.34322,1.00087,0.9094,0.8835,0.89096,0.66248,0.97222,0.55459,1.16806,0.000315556,0.000315556,0.000315556
211,41548.3,0.66199,0.33976,1.00051,0.91124,0.883,0.90256,0.67776,0.97312,0.56074,1.17087,0.000314051,0.000314051,0.000314051
212,41745.6,0.69446,0.35109,1.01987,0.88694,0.89484,0.89982,0.66851,0.98776,0.57276,1.16911,0.000312543,0.000312543,0.000312543
213,41942.3,0.66406,0.33799,0.99749,0.89275,0.8994,0.89282,0.66907,0.99115,0.55476,1.16989,0.000311034,0.000311034,0.000311034
214,42138.9,0.64936,0.33675,0.99221,0.89214,0.90942,0.89543,0.66334,1.0138,0.5302,1.18715,0.000309521,0.000309521,0.000309521
215,42335.5,0.64203,0.33243,0.99223,0.91319,0.88684,0.89652,0.66586,0.98802,0.54421,1.17611,0.000308007,0.000308007,0.000308007
216,42532.2,0.62829,0.33054,0.98672,0.89353,0.89415,0.8942,0.66454,0.9896,0.55023,1.18392,0.00030649,0.00030649,0.00030649
217,42729,0.63657,0.33227,0.98422,0.91321,0.8829,0.89082,0.6627,0.99618,0.55518,1.19313,0.000304972,0.000304972,0.000304972
218,42925.8,0.64161,0.33815,0.99024,0.90132,0.8945,0.89433,0.65103,0.99568,0.56026,1.20017,0.000303451,0.000303451,0.000303451
219,43122.8,0.63772,0.33593,0.99075,0.91534,0.89565,0.88806,0.65681,0.9914,0.56639,1.1924,0.000301928,0.000301928,0.000301928
220,43319.9,0.63475,0.33505,0.99064,0.91555,0.89487,0.89147,0.66357,0.98513,0.55,1.1772,0.000300403,0.000300403,0.000300403
221,43517,0.64153,0.33835,0.99113,0.89936,0.88195,0.88854,0.65815,0.98173,0.54009,1.16584,0.000298877,0.000298877,0.000298877
222,43714.2,0.63852,0.33287,0.99099,0.89731,0.89285,0.89014,0.65384,0.98446,0.54604,1.15866,0.000297348,0.000297348,0.000297348
223,43911.1,0.62471,0.32621,0.9781,0.91255,0.87782,0.88561,0.66319,0.97403,0.52035,1.14915,0.000295818,0.000295818,0.000295818
224,44107.9,0.63311,0.33151,0.98872,0.91504,0.88715,0.88819,0.65962,0.98722,0.53306,1.18405,0.000294286,0.000294286,0.000294286
225,44304.9,0.62338,0.32554,0.9838,0.90962,0.88992,0.88805,0.66977,0.97775,0.56432,1.17266,0.000292753,0.000292753,0.000292753
226,44501.9,0.62724,0.32286,0.97943,0.90295,0.89357,0.88625,0.6595,0.9867,0.55864,1.17984,0.000291218,0.000291218,0.000291218
227,44698.9,0.63395,0.33184,0.99365,0.89363,0.87969,0.88619,0.66099,0.99415,0.57142,1.19084,0.000289681,0.000289681,0.000289681
228,44895.8,0.63544,0.33649,0.99773,0.87878,0.89488,0.88543,0.6544,1.00864,0.55781,1.21619,0.000288143,0.000288143,0.000288143
229,45092.5,0.61947,0.32077,0.97919,0.89278,0.88967,0.88754,0.65804,0.99147,0.54109,1.20104,0.000286603,0.000286603,0.000286603
230,45289.1,0.61859,0.3241,0.98714,0.91689,0.88336,0.89032,0.66184,1.00045,0.57039,1.20803,0.000285062,0.000285062,0.000285062
231,45485.9,0.62214,0.32835,0.98652,0.89336,0.89165,0.88917,0.66407,0.98842,0.5645,1.17772,0.00028352,0.00028352,0.00028352
232,45682.9,0.62413,0.32763,0.98506,0.87768,0.91435,0.89399,0.66841,0.97161,0.51864,1.15895,0.000281977,0.000281977,0.000281977
233,45880.3,0.61718,0.3243,0.98069,0.881,0.92112,0.8947,0.66733,0.97812,0.50003,1.16114,0.000280432,0.000280432,0.000280432
234,46077.7,0.62462,0.32985,0.988,0.89874,0.89056,0.88817,0.66213,0.96341,0.52955,1.17081,0.000278886,0.000278886,0.000278886
235,46275,0.62534,0.32389,0.97901,0.8983,0.89657,0.88954,0.65602,0.96975,0.52985,1.17287,0.00027734,0.00027734,0.00027734
236,46472.2,0.61626,0.32325,0.97971,0.90114,0.89841,0.89083,0.66041,0.96565,0.53152,1.17724,0.000275792,0.000275792,0.000275792
237,46669.3,0.60502,0.31957,0.9721,0.90016,0.89205,0.88795,0.66115,0.97777,0.54097,1.19123,0.000274243,0.000274243,0.000274243
238,46866.6,0.60912,0.31754,0.96531,0.90196,0.90002,0.89219,0.66341,0.97085,0.53655,1.18619,0.000272694,0.000272694,0.000272694
239,47064,0.60477,0.31784,0.96643,0.90243,0.88678,0.89297,0.66378,0.97082,0.52217,1.18711,0.000271143,0.000271143,0.000271143
240,47261.3,0.59686,0.31356,0.9704,0.88113,0.90879,0.89642,0.67029,0.96559,0.53226,1.17632,0.000269592,0.000269592,0.000269592
241,47458.8,0.5943,0.30959,0.96452,0.87547,0.91691,0.89468,0.66872,0.97073,0.54466,1.17321,0.000268041,0.000268041,0.000268041
242,47656.2,0.62086,0.32464,0.98233,0.90005,0.89337,0.89793,0.66652,0.98554,0.54414,1.16999,0.000266488,0.000266488,0.000266488
243,47853.3,0.60673,0.31867,0.97224,0.90249,0.89704,0.88943,0.6643,0.96511,0.53289,1.15427,0.000264935,0.000264935,0.000264935
244,48050.4,0.61905,0.32419,0.98191,0.90564,0.89654,0.88884,0.66399,0.97091,0.53941,1.16395,0.000263382,0.000263382,0.000263382
245,48247.2,0.61185,0.3189,0.97045,0.91375,0.88719,0.88765,0.66384,0.9717,0.55507,1.15016,0.000261828,0.000261828,0.000261828
246,48444.2,0.60606,0.31692,0.96993,0.91712,0.88727,0.8893,0.66434,0.96292,0.53914,1.15827,0.000260274,0.000260274,0.000260274
247,48641.6,0.61346,0.32629,0.98225,0.90685,0.89336,0.89056,0.66501,0.98336,0.55183,1.18342,0.00025872,0.00025872,0.00025872
248,48838.8,0.60097,0.31531,0.977,0.89468,0.90249,0.88968,0.65785,0.98437,0.54508,1.19076,0.000257165,0.000257165,0.000257165
249,49036,0.61477,0.3207,0.9771,0.90161,0.89196,0.88778,0.66269,0.98129,0.53631,1.19487,0.00025561,0.00025561,0.00025561
250,49233.3,0.59732,0.31984,0.97792,0.9114,0.89048,0.88342,0.66058,0.96674,0.53715,1.17799,0.000254055,0.000254055,0.000254055
251,49430.6,0.5948,0.31065,0.96633,0.91456,0.88334,0.88289,0.66006,0.97342,0.52308,1.17687,0.0002525,0.0002525,0.0002525
252,49627.8,0.60705,0.32026,0.97748,0.91678,0.88499,0.88284,0.65761,0.98044,0.52965,1.19736,0.000250945,0.000250945,0.000250945
253,49825.1,0.5842,0.30885,0.9607,0.91605,0.88841,0.88256,0.65901,0.98642,0.53249,1.19552,0.00024939,0.00024939,0.00024939
254,50022.4,0.60331,0.31679,0.97245,0.91689,0.89162,0.88843,0.66264,0.98723,0.52998,1.19636,0.000247835,0.000247835,0.000247835
255,50219.6,0.59877,0.31228,0.96769,0.90872,0.89272,0.88432,0.65963,0.97877,0.52218,1.19018,0.00024628,0.00024628,0.00024628
256,50417,0.59603,0.31418,0.97094,0.90479,0.88626,0.88316,0.66295,0.98052,0.53679,1.19275,0.000244726,0.000244726,0.000244726
257,50614.3,0.58664,0.31266,0.9671,0.90541,0.89656,0.89638,0.66942,0.98422,0.52762,1.19311,0.000243172,0.000243172,0.000243172
258,50811.8,0.58818,0.3125,0.96342,0.90738,0.88675,0.89309,0.66762,0.97059,0.52783,1.19251,0.000241618,0.000241618,0.000241618
259,51009.2,0.59907,0.31566,0.97033,0.91497,0.8928,0.89945,0.67363,0.96672,0.52931,1.18805,0.000240065,0.000240065,0.000240065
260,51206.5,0.59547,0.31271,0.97115,0.91154,0.89533,0.89618,0.67328,0.96476,0.52797,1.17244,0.000238512,0.000238512,0.000238512
261,51403.8,0.59512,0.31279,0.96913,0.89115,0.90809,0.90079,0.68001,0.98055,0.54856,1.18715,0.000236959,0.000236959,0.000236959
262,51601.3,0.59078,0.31362,0.95909,0.908,0.89572,0.89563,0.68379,0.9621,0.52558,1.17436,0.000235408,0.000235408,0.000235408
263,51799,0.58104,0.30707,0.96019,0.90572,0.89811,0.8919,0.67948,0.96083,0.5255,1.17873,0.000233857,0.000233857,0.000233857
264,51996.3,0.58192,0.30957,0.96652,0.908,0.88715,0.89541,0.67769,0.96715,0.53768,1.18314,0.000232306,0.000232306,0.000232306
265,52193.5,0.58528,0.30777,0.96955,0.88606,0.88597,0.89034,0.67192,0.97539,0.55269,1.19448,0.000230757,0.000230757,0.000230757
266,52390.8,0.58944,0.31055,0.96692,0.87641,0.89371,0.88907,0.67043,0.9692,0.56111,1.18896,0.000229208,0.000229208,0.000229208
267,52588.2,0.58852,0.31282,0.97239,0.91211,0.88192,0.89104,0.67101,0.96563,0.54103,1.18807,0.00022766,0.00022766,0.00022766
268,52785.6,0.57762,0.30313,0.9586,0.91356,0.8845,0.89147,0.66998,0.96153,0.5466,1.185,0.000226114,0.000226114,0.000226114
269,52982.9,0.56625,0.30139,0.9525,0.91447,0.88255,0.88861,0.66918,0.96752,0.54805,1.18585,0.000224568,0.000224568,0.000224568
270,53180.7,0.58709,0.31533,0.9726,0.9153,0.87679,0.89346,0.66144,0.97336,0.52949,1.19129,0.000223023,0.000223023,0.000223023
271,53378.6,0.5723,0.30002,0.95819,0.91151,0.88595,0.89555,0.66837,0.97719,0.5248,1.19433,0.00022148,0.00022148,0.00022148
272,53576.4,0.58645,0.3076,0.96257,0.88864,0.9108,0.8955,0.66894,0.97343,0.53394,1.18471,0.000219938,0.000219938,0.000219938
273,53774.3,0.57159,0.30086,0.95429,0.91701,0.89119,0.89393,0.67358,0.96969,0.51974,1.17773,0.000218397,0.000218397,0.000218397
274,53972.3,0.57234,0.30393,0.95734,0.90264,0.8986,0.88984,0.66842,0.97803,0.52636,1.18229,0.000216857,0.000216857,0.000216857
275,54169.7,0.55958,0.29815,0.95397,0.91326,0.88658,0.88654,0.66206,0.97399,0.53132,1.18339,0.000215319,0.000215319,0.000215319
276,54367.2,0.57656,0.30086,0.95452,0.88328,0.90222,0.89203,0.66368,0.96897,0.52373,1.17855,0.000213782,0.000213782,0.000213782
277,54564.6,0.56533,0.30155,0.95352,0.90516,0.89087,0.89551,0.6753,0.96321,0.51624,1.17614,0.000212247,0.000212247,0.000212247
278,54761.9,0.56792,0.29933,0.95439,0.90163,0.89527,0.8857,0.66194,0.96439,0.51293,1.17253,0.000210714,0.000210714,0.000210714
279,54958.8,0.56825,0.29947,0.95305,0.89447,0.89791,0.88527,0.66192,0.96112,0.52268,1.1712,0.000209182,0.000209182,0.000209182
280,55156.2,0.57259,0.30805,0.96163,0.90341,0.89861,0.88868,0.66726,0.95569,0.52367,1.1758,0.000207652,0.000207652,0.000207652
281,55353.6,0.56792,0.30138,0.95103,0.89629,0.90328,0.88652,0.66465,0.95543,0.52861,1.17638,0.000206123,0.000206123,0.000206123
282,55551.1,0.57721,0.30599,0.95702,0.90113,0.90048,0.88174,0.66194,0.96424,0.51376,1.17992,0.000204597,0.000204597,0.000204597
283,55748.4,0.56968,0.30335,0.95269,0.89058,0.89788,0.87746,0.65873,0.96569,0.51723,1.18146,0.000203072,0.000203072,0.000203072
284,55945.8,0.56053,0.29912,0.95036,0.90262,0.89549,0.8774,0.66275,0.96568,0.52524,1.18766,0.000201549,0.000201549,0.000201549
285,56143,0.56295,0.29775,0.95198,0.8933,0.8975,0.88077,0.65973,0.97039,0.5339,1.19545,0.000200028,0.000200028,0.000200028
286,56340.4,0.57068,0.30004,0.95593,0.9051,0.88945,0.88104,0.66451,0.97099,0.54145,1.18849,0.00019851,0.00019851,0.00019851
287,56537.9,0.56656,0.29577,0.95041,0.91287,0.87651,0.88308,0.66769,0.96275,0.52546,1.18178,0.000196993,0.000196993,0.000196993
288,56735.3,0.55221,0.29048,0.94639,0.9144,0.87604,0.88564,0.66326,0.96335,0.52241,1.1829,0.000195479,0.000195479,0.000195479
289,56932.9,0.56298,0.29808,0.95087,0.91447,0.88075,0.88729,0.66936,0.9699,0.53373,1.18921,0.000193966,0.000193966,0.000193966
290,57130.4,0.55311,0.29083,0.93955,0.91327,0.87816,0.88893,0.66495,0.97018,0.54522,1.19254,0.000192457,0.000192457,0.000192457
291,57327.9,0.55811,0.29661,0.95016,0.91271,0.88313,0.88898,0.66515,0.97829,0.54655,1.19298,0.000190949,0.000190949,0.000190949
292,57525.4,0.56024,0.29599,0.9424,0.91429,0.87797,0.88687,0.66817,0.97318,0.54747,1.18623,0.000189444,0.000189444,0.000189444
293,57722.9,0.5716,0.30242,0.95388,0.91486,0.88144,0.88579,0.66801,0.97345,0.54568,1.1778,0.000187942,0.000187942,0.000187942
294,57920.9,0.56077,0.29299,0.94328,0.90698,0.88964,0.88208,0.66379,0.97561,0.54994,1.18256,0.000186442,0.000186442,0.000186442
295,58118,0.54847,0.28909,0.93742,0.91067,0.88686,0.88406,0.66324,0.96853,0.54164,1.18259,0.000184944,0.000184944,0.000184944
296,58315,0.54554,0.28827,0.93539,0.9102,0.88564,0.88691,0.6603,0.96845,0.53776,1.18394,0.00018345,0.00018345,0.00018345
297,58513.1,0.55554,0.29387,0.94443,0.88685,0.89218,0.88051,0.65906,0.97473,0.53668,1.18591,0.000181958,0.000181958,0.000181958
298,58711.2,0.55872,0.29618,0.95353,0.90834,0.88146,0.88064,0.66082,0.98112,0.53671,1.19184,0.000180469,0.000180469,0.000180469
299,58909.1,0.53975,0.28308,0.93354,0.90497,0.89064,0.88293,0.66853,0.9742,0.53942,1.19607,0.000178982,0.000178982,0.000178982
300,59106.2,0.54698,0.28791,0.93864,0.90502,0.8938,0.88786,0.67063,0.97588,0.53492,1.20166,0.000177499,0.000177499,0.000177499
301,59303.7,0.55293,0.29357,0.94708,0.90404,0.89029,0.88952,0.67066,0.97234,0.54111,1.1982,0.000176018,0.000176018,0.000176018
302,59501.3,0.55038,0.29546,0.94623,0.89706,0.893,0.88402,0.66713,0.9708,0.55067,1.19438,0.000174541,0.000174541,0.000174541
303,59699.3,0.54614,0.29211,0.94145,0.89836,0.89495,0.88282,0.66562,0.96914,0.55526,1.19697,0.000173066,0.000173066,0.000173066
304,59897.2,0.54662,0.29041,0.94545,0.90085,0.89237,0.8827,0.666,0.96755,0.55513,1.19065,0.000171595,0.000171595,0.000171595
305,60095.3,0.54351,0.28966,0.93762,0.90534,0.89204,0.88292,0.6669,0.96344,0.53704,1.17755,0.000170127,0.000170127,0.000170127
306,60292.8,0.54161,0.28829,0.94004,0.91189,0.88567,0.88028,0.65815,0.96214,0.5346,1.17343,0.000168662,0.000168662,0.000168662
307,60490.9,0.53136,0.28182,0.93317,0.90829,0.88856,0.88458,0.66739,0.97071,0.54005,1.17984,0.000167201,0.000167201,0.000167201
308,60688.5,0.53495,0.28058,0.93632,0.91155,0.88673,0.88373,0.66572,0.98017,0.54198,1.19346,0.000165743,0.000165743,0.000165743
309,60886.2,0.5437,0.28894,0.9464,0.90956,0.89,0.88698,0.67626,0.97661,0.54985,1.19067,0.000164288,0.000164288,0.000164288
310,61084.2,0.53851,0.2869,0.93718,0.90488,0.88877,0.88622,0.67243,0.9721,0.54394,1.18017,0.000162837,0.000162837,0.000162837
311,61281.3,0.53216,0.28154,0.93471,0.90676,0.88143,0.8851,0.67663,0.97444,0.54596,1.18299,0.000161389,0.000161389,0.000161389
312,61478.5,0.53465,0.28493,0.94009,0.88958,0.90021,0.88494,0.67201,0.97891,0.54739,1.18724,0.000159945,0.000159945,0.000159945
313,61676.5,0.54062,0.28901,0.94336,0.89297,0.89962,0.88596,0.67457,0.97934,0.54828,1.19408,0.000158505,0.000158505,0.000158505
314,61874.5,0.54257,0.28851,0.94217,0.90522,0.89876,0.89101,0.67739,0.97113,0.52928,1.19103,0.000157068,0.000157068,0.000157068
315,62071.6,0.54952,0.28626,0.9438,0.89744,0.89798,0.8903,0.67381,0.97042,0.53634,1.1876,0.000155635,0.000155635,0.000155635
316,62269.6,0.52373,0.27802,0.92872,0.89604,0.89727,0.88798,0.66736,0.97888,0.54342,1.19055,0.000154206,0.000154206,0.000154206
317,62467.4,0.52954,0.27892,0.92851,0.89039,0.89872,0.88575,0.66394,0.98396,0.55399,1.18872,0.000152781,0.000152781,0.000152781
318,62665.3,0.5375,0.28412,0.93754,0.88931,0.90248,0.88405,0.66494,0.98801,0.55493,1.19498,0.000151359,0.000151359,0.000151359
319,62862.7,0.52061,0.27714,0.93216,0.8897,0.90293,0.88685,0.67236,0.9837,0.54797,1.19369,0.000149942,0.000149942,0.000149942
320,63060.6,0.52887,0.28012,0.93361,0.89528,0.89935,0.89441,0.68263,0.97731,0.52986,1.19018,0.000148529,0.000148529,0.000148529
321,63258.5,0.52581,0.28075,0.92962,0.8969,0.8962,0.89441,0.68359,0.97348,0.52886,1.19298,0.00014712,0.00014712,0.00014712
322,63455.9,0.53732,0.28516,0.94284,0.89322,0.89238,0.89599,0.68129,0.97357,0.52926,1.19859,0.000145715,0.000145715,0.000145715
323,63653.8,0.52761,0.28111,0.9361,0.90444,0.88376,0.89317,0.67278,0.97423,0.54196,1.2018,0.000144314,0.000144314,0.000144314
324,63851.2,0.52134,0.28015,0.93323,0.90543,0.88803,0.8919,0.67397,0.9752,0.54118,1.21108,0.000142917,0.000142917,0.000142917
325,64048.7,0.52593,0.28278,0.93479,0.9067,0.88796,0.89011,0.68097,0.97566,0.54429,1.21512,0.000141525,0.000141525,0.000141525
326,64246.6,0.5231,0.27991,0.93345,0.90641,0.89239,0.89509,0.68175,0.9687,0.53893,1.21145,0.000140137,0.000140137,0.000140137
327,64444.7,0.52664,0.28067,0.92949,0.91521,0.88786,0.89513,0.67895,0.96375,0.52859,1.20585,0.000138754,0.000138754,0.000138754
328,64642.5,0.51702,0.2747,0.92057,0.91368,0.88758,0.89446,0.6832,0.96025,0.52295,1.20053,0.000137375,0.000137375,0.000137375
329,64840.2,0.51453,0.27611,0.92757,0.90576,0.8887,0.89491,0.68061,0.96036,0.52355,1.19664,0.000136001,0.000136001,0.000136001
330,65038.5,0.52515,0.28096,0.9293,0.90325,0.88773,0.8941,0.67904,0.96444,0.53077,1.19862,0.000134631,0.000134631,0.000134631
331,65235.6,0.51618,0.27574,0.93151,0.90896,0.88051,0.89022,0.67615,0.96815,0.53145,1.19735,0.000133266,0.000133266,0.000133266
332,65432.9,0.5135,0.27577,0.92114,0.90469,0.88529,0.88749,0.67297,0.97316,0.52472,1.20019,0.000131906,0.000131906,0.000131906
333,65631,0.51716,0.27432,0.93201,0.90599,0.88606,0.88378,0.67262,0.97218,0.53493,1.1998,0.00013055,0.00013055,0.00013055
334,65829.3,0.51473,0.27559,0.92765,0.91071,0.88642,0.88447,0.67469,0.97147,0.54782,1.20317,0.000129199,0.000129199,0.000129199
335,66027.5,0.51781,0.27645,0.92849,0.90874,0.89324,0.88593,0.67552,0.967,0.54363,1.20315,0.000127853,0.000127853,0.000127853
336,66225.5,0.49992,0.26897,0.91819,0.90898,0.89859,0.88668,0.67498,0.96504,0.53931,1.19921,0.000126512,0.000126512,0.000126512
337,66423.8,0.51116,0.2714,0.92068,0.90976,0.90029,0.88258,0.67113,0.96497,0.53301,1.19509,0.000125176,0.000125176,0.000125176
338,66622.1,0.50898,0.27026,0.92313,0.90635,0.89875,0.88412,0.67039,0.96261,0.5359,1.19262,0.000123845,0.000123845,0.000123845
339,66820.1,0.51527,0.2744,0.93043,0.90237,0.89262,0.88355,0.66778,0.96861,0.53245,1.20118,0.000122519,0.000122519,0.000122519
340,67017.6,0.51666,0.2789,0.93099,0.89865,0.89376,0.8919,0.67333,0.96939,0.53216,1.2063,0.000121198,0.000121198,0.000121198
341,67215.2,0.5058,0.27295,0.92058,0.89486,0.89434,0.89273,0.67356,0.97141,0.52827,1.21099,0.000119883,0.000119883,0.000119883
342,67412.5,0.50776,0.27102,0.92179,0.89429,0.8987,0.89128,0.6699,0.97302,0.52184,1.21325,0.000118572,0.000118572,0.000118572
